CMDLINE fairseq-train /Users/tomalcorn/Documents/University/pg/diss/DATA_ROOT_EP_DOC --config-yaml config.yaml --multitask-config-yaml config_multitask.yaml --task doc_speech_to_speech --target-is-code --target-code-size 100 --vocoder code_hifigan --criterion doc_speech_to_unit --label-smoothing 0.2 --arch doc_s2ut_transformer --share-decoder-input-output-embed --dropout 0.1 --attention-dropout 0.1 --relu-dropout 0.1 --train-subset train --valid-subset dev --save-dir /Users/tomalcorn/Documents/University/pg/diss/12_DOC/models --lr 0.0005 --lr-scheduler inverse_sqrt --warmup-init-lr 1e-7 --warmup-updates 10000 --optimizer adam --adam-betas (0.9,0.98) --clip-norm 10.0 --max-update 400000 --max-tokens 1500 --max-target-positions 3000 --update-freq 1 --seed 1 --num-workers 8 --max-epoch 1 --save-interval 10 --doc-context-size 0 --conv-version no_subsample
MEM 0.171875 1723116407.9319
MEM 29.843750 1723116408.0346
MEM 54.609375 1723116408.1397
MEM 85.406250 1723116408.2448
MEM 115.484375 1723116408.3461
MEM 131.890625 1723116408.4513
MEM 147.890625 1723116408.5564
MEM 155.750000 1723116408.6615
MEM 176.750000 1723116408.7666
MEM 188.515625 1723116408.8705
MEM 206.781250 1723116408.9756
MEM 216.406250 1723116409.0776
MEM 222.546875 1723116409.1812
MEM 232.000000 1723116409.2827
MEM 247.796875 1723116409.3877
MEM 257.531250 1723116409.4929
MEM 265.765625 1723116409.5973
MEM 271.125000 1723116409.7025
MEM 272.390625 1723116409.8076
MEM 274.687500 1723116409.9126
MEM 276.281250 1723116410.0178
MEM 277.640625 1723116410.1228
MEM 283.484375 1723116410.2242
MEM 404.734375 1723116410.3293
MEM 467.562500 1723116410.4333
MEM 482.921875 1723116410.5384
MEM 483.015625 1723116410.6435
MEM 483.062500 1723116410.7485
MEM 493.609375 1723116410.8536
MEM 503.390625 1723116410.9587
MEM 503.390625 1723116411.0669
MEM 503.390625 1723116411.1680
MEM 503.390625 1723116411.2732
MEM 503.390625 1723116411.3778
MEM 503.390625 1723116411.4803
MEM 503.390625 1723116411.5854
MEM 503.390625 1723116411.6906
MEM 503.390625 1723116411.7961
MEM 503.390625 1723116411.8971
MEM 503.390625 1723116412.0008
MEM 506.703125 1723116412.1083
MEM 506.703125 1723116412.2112
MEM 506.703125 1723116412.3163
MEM 506.703125 1723116412.4178
MEM 506.703125 1723116412.5229
MEM 506.703125 1723116412.6262
MEM 506.703125 1723116412.7290
MEM 506.703125 1723116412.8342
MEM 506.703125 1723116412.9345
MEM 506.703125 1723116413.0494
MEM 506.703125 1723116413.1546
MEM 506.703125 1723116413.2598
MEM 512.921875 1723116413.3614
MEM 513.046875 1723116413.4669
MEM 513.046875 1723116413.5708
MEM 513.046875 1723116413.6760
MEM 513.046875 1723116413.7789
MEM 513.046875 1723116413.8840
MEM 513.046875 1723116413.9891
MEM 513.046875 1723116414.0942
MEM 513.046875 1723116414.1994
MEM 513.046875 1723116414.3008
MEM 513.046875 1723116414.4031
MEM 516.359375 1723116414.5061
MEM 516.359375 1723116414.6112
MEM 516.359375 1723116414.7142
MEM 516.359375 1723116414.8194
MEM 516.359375 1723116414.9245
MEM 516.359375 1723116415.0296
MEM 516.359375 1723116415.1347
MEM 516.359375 1723116415.2398
MEM 516.359375 1723116415.3450
MEM 516.359375 1723116415.4545
MEM 516.359375 1723116415.5612
MEM 516.359375 1723116415.6663
MEM 516.359375 1723116415.7715
MEM 516.359375 1723116415.8775
MEM 516.359375 1723116415.9827
MEM 516.359375 1723116416.0878
MEM 516.359375 1723116416.1929
MEM 516.359375 1723116416.2980
MEM 516.359375 1723116416.4031
MEM 516.359375 1723116416.5082
